Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
packwisely_setting_medical_back_combo,ui,UI,,x,Medical radial back combo,,Zurück-Kombination im Sanitätsmenü,Combinación de volver del radial médico,Combinaison retour du radial médical,Combinazione indietro radiale medico,医療ラジアル戻る操作,의료 방사형 뒤로 조합,Kombinacja powrotu menu medycznego,Combinação de voltar do radial médico,Комбинация назад в медицинском меню,Sıhhiye dairesel geri kombinasyonu,医疗环形返回组合,醫療環形返回組合
packwisely_setting_medical_back_combo_tt,ui,UI,,x,Open the Gears binding prompt to choose the input that goes back from a medical radial submenu while the medical key is held.,,"Öffne die Gears-Tastenbelegung, um die Eingabe zu wählen, die bei gehaltener Sanitätstaste aus einem Untermenü des Sanitätsrads zurückgeht.",Abre el ajuste de controles de Gears para elegir la entrada que vuelve atrás desde un submenú del radial médico mientras mantienes la tecla médica.,Ouvre la fenêtre de raccourci Gears pour choisir l’entrée qui revient d’un sous-menu du radial médical pendant que la touche médicale est maintenue.,Apri il pannello comandi di Gears per scegliere il comando che torna indietro da un sottomenu del radiale medico mentre tieni premuto il tasto medico.,医療キーを押している間に医療ラジアルのサブメニューから戻る入力を、Gearsのキー割り当て画面で設定します。,의료 키를 누른 상태에서 의료 원형 메뉴의 하위 메뉴를 뒤로 나가게 할 입력을 Gears 단축키 설정에서 지정합니다.,"Otwórz przypisywanie klawiszy Gears, aby wybrać wejście cofające z podmenu menu kołowego podczas trzymania klawisza medycznego.",Abra o menu de atalhos do Gears para escolher o comando que volta de um submenu do radial médico enquanto a tecla médica está pressionada.,"Открой назначение клавиш Gears, чтобы выбрать ввод для возврата из подменю медицинского колеса при удержании медицинской клавиши.",Sıhhiye tuşu basılıyken sıhhiye dairesinin alt menüsünden geri döndüren girişi Gears tuş atama penceresinden seç.,打开 Gears 按键绑定窗口，选择按住医疗键时从医疗轮盘子菜单返回的输入。,開啟 Gears 按鍵綁定視窗，選擇按住醫療鍵時從醫療輪盤子選單返回的輸入。
packwisely_setting_junk_modifier,ui,UI,,x,Junk mark held key,,Haltetaste für Schrottmarkierung,Tecla mantenida de marca de chatarra,Touche maintenue de marquage,Tasto tenuto per marchio oggetti,ジャンク印の長押しキー,잡동사니 표시 보조 키,Przytrzymywany klawisz oznaczania,Tecla segurada da marcação,Удерживаемая клавиша метки,Eşya işareti basılı tuşu,杂物标记按住键,雜物標記按住鍵
packwisely_setting_junk_modifier_tt,ui,UI,,x,Optional held input for junk marking. Default is Left Alt. Clear this binding if you want junk marking to use only the trigger input.,,"Optionale gedrückte Eingabe für Schrottmarkierungen. Standard ist Linke Alt. Lösche diese Belegung, wenn die Markierung nur die Auslösetaste verwenden soll.",Entrada opcional que se mantiene para marcar objetos. Por defecto es Alt izquierdo. Borra esta asignación si quieres usar solo el disparador.,Entrée maintenue optionnelle pour le marquage. Par défaut : Alt gauche. Efface ce raccourci si tu veux utiliser seulement l’entrée de déclenchement.,Input opzionale da tenere premuto per marcare oggetti. Predefinito: Alt sinistro. Cancella questa assegnazione se vuoi usare solo il comando di attivazione.,ジャンク印に使う任意の押しっぱなし入力です。初期設定は左Alt。トリガー入力だけで使いたい場合はこの割り当てを解除してください。,잡동사니 표시 때 선택적으로 누르고 있을 입력입니다. 기본값은 왼쪽 Alt입니다. 표시를 트리거 입력만으로 쓰려면 이 바인딩을 지우세요.,"Opcjonalne wejście trzymane przy oznaczaniu. Domyślnie lewy Alt. Wyczyść to przypisanie, jeśli oznaczanie ma używać tylko wyzwalacza.",Entrada opcional a ser segurada para marcar itens. O padrão é Alt esquerdo. Limpe este atalho se quiser usar apenas o gatilho.,"Необязательная удерживаемая клавиша для меток. По умолчанию левый Alt. Очисти это назначение, если метка должна срабатывать только от клавиши действия.",Eşya işaretlerken isteğe bağlı basılı tutulacak giriş. Varsayılan Sol Alt. İşaretlemenin sadece tetik girişiyle çalışmasını istiyorsan bu atamayı temizle.,杂物标记的可选按住输入。默认是左 Alt。如果只想用触发输入进行标记，请清除此绑定。,雜物標記的可選按住輸入。預設為左 Alt。若只想使用觸發輸入進行標記，請清除此綁定。
packwisely_setting_junk_trigger,ui,UI,,x,Junk mark trigger,,Auslöser für Schrottmarkierung,Disparador de marca de chatarra,Déclencheur de marquage,Attivatore marchio oggetti,ジャンク印のトリガー,잡동사니 표시 트리거,Wyzwalacz oznaczania,Gatilho da marcação,Клавиша действия метки,Eşya işareti tetik girişi,杂物标记触发键,雜物標記觸發鍵
packwisely_setting_junk_trigger_tt,ui,UI,,x,Input that cycles the hovered stack through its valid marks. Default is Right Mouse while the held key is pressed.,,"Eingabe, die den Stapel unter dem Mauszeiger durch gültige Markierungen schaltet. Standard ist rechte Maustaste bei gehaltener Haltetaste.",Entrada que alterna las marcas válidas del montón bajo el cursor. Por defecto es botón derecho mientras mantienes la tecla mantenida.,Entrée qui fait défiler les marquages valides de la pile survolée. Par défaut : clic droit pendant que la touche maintenue est enfoncée.,Input che scorre i marchi validi della pila puntata. Predefinito: tasto destro del mouse mentre tieni premuto il tasto assegnato.,カーソル下のスタックを有効な印の間で切り替える入力です。初期設定は押しっぱなしキー中の右クリック。,가리킨 스택의 유효한 표시를 순환하는 입력입니다. 기본값은 보조 키를 누른 상태의 오른쪽 마우스입니다.,Wejście przełączające wskazany stos między dozwolonymi oznaczeniami. Domyślnie prawy przycisk myszy przy trzymanej klawiszu.,Entrada que alterna a pilha apontada entre as marcações válidas. O padrão é botão direito com a tecla segurada pressionada.,"Ввод, который переключает наведённую стопку между допустимыми метками. По умолчанию правая кнопка мыши при удержании клавиши.","Üzerine gelinen yığını geçerli işaretleri arasında döndüren giriş. Varsayılan, basılı tuş tutulurken Sağ Fare tuşudur.",让鼠标悬停的物品堆在有效标记间循环的输入。默认是在按住按住键时点击鼠标右键。,讓游標指向的物品堆在有效標記間循環的輸入。預設是在按住按住鍵時點擊滑鼠右鍵。
packwisely_setting_button_placement_modifiers,ui,UI,,x,Button Placement Modifiers,,Modifikatortasten für Button-Platzierung,Modificadores de colocación de botones,Modificateurs de placement des boutons,Modificatori posizionamento pulsanti,ボタン配置修飾キー,버튼 배치 보조키,Modyfikatory rozmieszczania przycisków,Modificadores de posicionamento dos botões,Модификаторы размещения кнопок,Düğme Yerleşimi Değiştiricileri,按钮放置修饰键,按鈕放置修飾鍵
packwisely_setting_button_placement_modifiers_tt,ui,UI,,x,Modifier keys required to enter pouch button placement mode. At least two modifiers are always required.,,"Modifikatortasten, die zum Öffnen des Taschenbutton-Platzierungsmodus nötig sind. Mindestens zwei Modifikatoren sind immer erforderlich.",Teclas modificadoras necesarias para entrar al modo de colocación de botones de bolsa. Siempre se requieren al menos dos modificadores.,Touches modificatrices nécessaires pour entrer en mode de placement des boutons de poche. Au moins deux modificateurs sont toujours requis.,Tasti modificatori richiesti per entrare nella modalità di posizionamento dei pulsanti tasca. Sono sempre richiesti almeno due modificatori.,ポーチボタン配置モードに入るために必要な修飾キーです。常に少なくとも2つの修飾キーが必要です。,파우치 버튼 배치 모드에 들어가는 데 필요한 보조키입니다. 항상 최소 두 개의 보조키가 필요합니다.,Klawisze modyfikujące wymagane do wejścia w tryb rozmieszczania przycisków torby. Zawsze wymagane są co najmniej dwa modyfikatory.,Teclas modificadoras necessárias para entrar no modo de posicionamento dos botões da bolsa. Pelo menos dois modificadores são sempre necessários.,"Клавиши-модификаторы, необходимые для входа в режим размещения кнопок подсумков. Всегда требуется минимум два модификатора.",Pouch düğmesi yerleşim moduna girmek için gereken değiştirici tuşlar. En az iki değiştirici her zaman zorunludur.,进入包按钮放置模式所需的修饰键。始终至少需要两个修饰键。,進入包按鈕放置模式所需的修飾鍵。始終至少需要兩個修飾鍵。
packwisely_setting_button_placement_trigger,ui,UI,,x,Button Placement Key,,Taste für Button-Platzierung,Tecla de colocación de botones,Touche de placement des boutons,Tasto posizionamento pulsanti,ボタン配置キー,버튼 배치 키,Klawisz rozmieszczania przycisków,Tecla de posicionamento dos botões,Клавиша размещения кнопок,Düğme Yerleşimi Tuşu,按钮放置键,按鈕放置鍵
packwisely_setting_button_placement_trigger_tt,ui,UI,,x,Main key used with the selected two-modifier combo to enter pouch button placement mode while the backpack is open. Default: Ctrl+Alt+P.,,"Haupttaste, die zusammen mit der gewählten Zwei-Modifikator-Kombination den Taschenbutton-Platzierungsmodus öffnet, während der Rucksack offen ist. Standard: Ctrl+Alt+P.",Tecla principal usada con la combinación seleccionada de dos modificadores para entrar al modo de colocación de botones de bolsa mientras la mochila está abierta. Predeterminado: Ctrl+Alt+P.,Touche principale utilisée avec la combinaison de deux modificateurs choisie pour entrer en mode de placement des boutons de poche lorsque le sac est ouvert. Par défaut : Ctrl+Alt+P.,Tasto principale usato con la combinazione scelta di due modificatori per entrare nella modalità di posizionamento dei pulsanti tasca mentre lo zaino è aperto. Predefinito: Ctrl+Alt+P.,バックパックが開いている間に、選択した2つの修飾キー組み合わせと一緒に押してポーチボタン配置モードに入るメインキーです。デフォルト：Ctrl+Alt+P。,배낭이 열린 상태에서 선택한 두 보조키 조합과 함께 눌러 파우치 버튼 배치 모드에 들어가는 기본 키입니다. 기본값: Ctrl+Alt+P.,"Główny klawisz używany z wybraną kombinacją dwóch modyfikatorów, aby wejść w tryb rozmieszczania przycisków torby, gdy plecak jest otwarty. Domyślnie: Ctrl+Alt+P.",Tecla principal usada com a combinação selecionada de dois modificadores para entrar no modo de posicionamento dos botões da bolsa enquanto a mochila está aberta. Padrão: Ctrl+Alt+P.,"Основная клавиша, используемая с выбранной комбинацией из двух модификаторов для входа в режим размещения кнопок подсумков при открытом рюкзаке. По умолчанию: Ctrl+Alt+P.",Çanta açıkken seçilen iki değiştiricili kombinasyonla pouch düğmesi yerleşim moduna giren ana tuş. Varsayılan: Ctrl+Alt+P.,背包打开时，与所选双修饰键组合一起用于进入包按钮放置模式的主键。默认：Ctrl+Alt+P。,背包開啟時，與所選雙修飾鍵組合一起用於進入包按鈕放置模式的主鍵。預設：Ctrl+Alt+P。
