Key,File,Type,UsedInMainMenu,english
questAECHeadlessMinionAssaultPOI_response,quests,,,AEC POI DEFENSE - [FF4500]Headless POI Assault[-]
questAECHeadlessMinionAssaultPOI_completion,quests,,,The site held and the Headless assault is over.
questAECHeadlessGhostMinionAssault_name,quests,,,[32CD32]Green Contract | Shrouded Assault[-]
questAECHeadlessGhostMinionAssault_description,quests,,,Activate the rally, place the lure, and survive three mixed Ghost and Headless assault waves.
questAECHeadlessGhostMinionAssault_offer,quests,,,The line is thicker tonight. Ghosts are screening a Headless push. Trigger the rally, place the lure, and hold through the assault.
questAECHeadlessGhostMinionAssault_statement,quests,,,I will place the lure and survive the mixed assault.
questAECHeadlessGhostMinionAssault_response,quests,,,AEC HORDE - [FF4500]Shrouded Assault[-]
questAECHeadlessGhostMinionAssault_completion,quests,,,The mixed assault has been broken.
questAECHeadlessBloodyMarch_name,quests,,,[CDD7E3]Bloody March[-]
questAECHeadlessBloodyMarch_subtitle,quests,,,Headless T3 Horde
questAECHeadlessBloodyMarch_description,quests,,,Activate the rally, place the lure, and survive three timed waves of the Bloody March.
questAECHeadlessBloodyMarch_offer,quests,,,A bleeding procession is dragging itself across the open ground. Trigger the rally, place the lure, and hold through every wave.
questAECHeadlessBloodyMarch_statement,quests,,,I will activate the rally, place the lure, and survive the Bloody March.
questAECHeadlessBloodyMarch_response,quests,,,AEC HORDE - [FF4500]Bloody March[-]
questAECHeadlessBloodyMarch_completion,quests,,,The Bloody March has ended.
questAECHeadlessBloodBreach_name,quests,,,[CDD7E3]Blood Breach[-]
questAECHeadlessBloodBreach_subtitle,quests,,,Headless T3 Defense
questAECHeadlessBloodBreach_description,quests,,,Secure the marked site and survive three Headless breach waves.
questAECHeadlessBloodBreach_offer,quests,,,A Headless pack is forcing its way through a nearby strongpoint. Reach the site and survive the breach waves.
questAECHeadlessBloodBreach_statement,quests,,,I will hold the site and survive the breach.
questAECHeadlessBloodBreach_response,quests,,,AEC POI DEFENSE - [FF4500]Blood Breach[-]
questAECHeadlessBloodBreach_completion,quests,,,The breach has been sealed.
questAECHeadlessShatteredParade_name,quests,,,[CDD7E3]Shattered Parade[-]
questAECHeadlessShatteredParade_subtitle,quests,,,Headless T3 Horde
questAECHeadlessShatteredParade_description,quests,,,Activate the rally, place the lure, then survive three mixed Ghost and Headless parade waves.
questAECHeadlessShatteredParade_offer,quests,,,Ghosts and Headless corpses are answering the same lure. Trigger the rally, place it, and hold through the shattered parade.
questAECHeadlessShatteredParade_statement,quests,,,I will activate the rally, place the lure, and survive the shattered parade.
questAECHeadlessShatteredParade_response,quests,,,AEC HORDE - [FF4500]Shattered Parade[-]
questAECHeadlessShatteredParade_completion,quests,,,The shattered parade is over.
questAECHeadlessHunt_name,quests,,,[FF6B6B]The Headless Hunt[-]
questAECHeadlessHunt_subtitle,quests,,,Headless T5 Hunt
questAECHeadlessHunt_description,quests,,,Activate the rally, place the lure, survive three elite Headless waves, then kill The Headless.
questAECHeadlessHunt_offer,quests,,,The lure can drag The Headless into the open, but its escorts will reach you first. Survive the waves and finish the boss.
questAECHeadlessHunt_statement,quests,,,I will place the lure, survive the escort waves, and kill The Headless.
questAECHeadlessHunt_response,quests,,,AEC HUNT - [FF4500]The Headless[-]
questAECHeadlessHunt_completion,quests,,,The Headless hunt is complete.
questAECHeadlessDefense_name,quests,,,[FF6B6B]Headless Night Defense[-]
questAECHeadlessDefense_subtitle,quests,,,Headless T5 Defense
questAECHeadlessDefense_description,quests,,,Hold the marked site through three elite Headless waves, then kill The Headless.
questAECHeadlessDefense_offer,quests,,,A site is about to be swallowed by Headless dead. Hold it through the escort waves, then kill the boss.
questAECHeadlessDefense_statement,quests,,,I will hold the site and kill The Headless.
questAECHeadlessDefense_response,quests,,,AEC POI DEFENSE - [FF4500]Headless Night Defense[-]
questAECHeadlessDefense_completion,quests,,,The Headless defense has held.
questAECHeadlessDoubleBreak_name,quests,,,[C77DFF]Double Break[-]
questAECHeadlessDoubleBreak_subtitle,quests,,,Headless T6 Legendary Hunt
questAECHeadlessDoubleBreak_description,quests,,,Activate the lure, survive five timed Headless court waves, then kill two Headless bosses.
questAECHeadlessDoubleBreak_offer,quests,,,Two Headless rulers are tied to the same hunt. Survive the court first, then finish both bosses.
questAECHeadlessDoubleBreak_statement,quests,,,I will survive the court and kill both Headless bosses.
questAECHeadlessDoubleBreak_response,quests,,,AEC LEGENDARY - [FF4500]Double Break[-]
questAECHeadlessDoubleBreak_completion,quests,,,Both Headless bosses are down.
questAECHeadlessGhostCourt_name,quests,,,[C77DFF]Ghost Court[-]
questAECHeadlessGhostCourt_subtitle,quests,,,Headless T6 Legendary Hunt
questAECHeadlessGhostCourt_description,quests,,,Activate the lure, survive five timed mixed Ghost and Headless court waves, then kill The Ghost and The Headless together.
questAECHeadlessGhostCourt_offer,quests,,,Ghosts and Headless dead are marching under one call. Survive the court, then finish both bosses.
questAECHeadlessGhostCourt_statement,quests,,,I will survive the mixed court and kill both bosses.
questAECHeadlessGhostCourt_response,quests,,,AEC LEGENDARY - [FF4500]Ghost Court[-]
questAECHeadlessGhostCourt_completion,quests,,,The Ghost Court has fallen silent.
questAECBloodBroodAndGallows_name,quests,,,[FF4DFF]Legendary: Blood, Brood and Gallows[-]
questAECBloodBroodAndGallows_subtitle,quests,,,T7 Wilderness Legendary Hunt
questAECBloodBroodAndGallows_description,quests,,,Activate the lure, survive mixed waves of Headless, Executioner, and Mykir minions, then kill all three bosses.
questAECBloodBroodAndGallows_offer,quests,,,Blood, brood and the gallows are converging on one field. Trigger the lure, survive the mixed waves, then kill all three bosses.
questAECBloodBroodAndGallows_statement,quests,,,I will survive the mixed waves and kill the three bosses.
questAECBloodBroodAndGallows_response,quests,,,AEC LEGENDARY - [FF4500]Blood, Brood and Gallows[-]
questAECBloodBroodAndGallows_completion,quests,,,Blood, brood and gallows have all fallen.
questAECHeadless_obj_wave1,quests,,,Wave 1: Eliminate 8 Headless Minions
questAECHeadlessMinionPatrol_obj_wave1,quests,,,Survive wave 1
questAECHeadlessMinionPatrol_obj_wave2,quests,,,Survive wave 2
questAECHeadlessMinionPatrol_obj_wave3,quests,,,Survive wave 3
questAECHeadlessMinionAssault_obj_wave1,quests,,,Survive wave 1
questAECHeadlessMinionAssault_obj_wave2,quests,,,Survive wave 2
questAECHeadlessMinionAssault_obj_wave3,quests,,,Survive wave 3
questAECHeadless_obj_wave1,quests,,,Survive wave 1
questAECHeadless_obj_wave2,quests,,,Survive wave 2
questAECHeadless_obj_wave3,quests,,,Survive wave 3
questAECHeadlessHunt_obj_wave1,quests,,,Survive wave 1
questAECHeadlessHunt_obj_wave2,quests,,,Survive wave 2
questAECHeadlessHunt_obj_wave3,quests,,,Survive wave 3
questAECHeadlessCourt_obj_wave1,quests,,,Wave 1: Eliminate 11 Court Minions
questAECHeadlessCourt_obj_wave1,quests,,,Survive wave 1
questAECHeadlessCourt_obj_wave2,quests,,,Survive wave 2
questAECHeadlessCourt_obj_wave3,quests,,,Survive wave 3
questAECHeadlessCourt_obj_wave4,quests,,,Survive wave 4
questAECHeadlessCourt_obj_wave5,quests,,,Survive wave 5
questAECHeadlessGhostCourt_obj_kill,quests,,,Kill The Ghost and The Headless
questAECBloodBroodAndGallows_obj_wave1,quests,,,Wave 1: Eliminate 8 Mixed Minions
questAECBloodBroodAndGallows_obj_wave2,quests,,,Wave 2: Eliminate 10 Mixed Minions
eventAECHeadlessArrival_BloodBreach_msg,gameevents,,,A Headless breach has found the site. Hold through the breach waves.
questAECBloodBroodAndGallows_obj_kill,quests,,,Kill Mykir, The Executioner, and The Headless
eventAECHeadlessArrival_BloodyMarch_msg,gameevents,,,Blood is already on the ground. A Headless march is closing in.
eventAECHeadlessArrival_BloodBreach_msg,gameevents,,,A Headless breach has found the site. Hold until the last one drops.
eventAECHeadlessArrival_Hunt_msg,gameevents,,,The hunt begins. Survive the Headless escorts and drag the boss into the open.
eventAECHeadlessArrival_MixedAssault_msg,gameevents,,,A mixed assault is forming. Ghosts and Headless minions are pushing the zone.
eventAECHeadlessArrival_DoubleBreak_msg,gameevents,,,Two Headless bosses are bound to this hunt. Survive the escort before both arrive.
eventAECHeadlessArrival_Hunt_msg,gameevents,,,The hunt begins. Break the Headless escorts and drag the boss into the open.
eventAECHeadlessArrival_Defense_msg,gameevents,,,Headless defense contract active. Hold the ground until the boss crawls in.
eventAECHeadlessArrival_DoubleBreak_msg,gameevents,,,Two Headless bosses are bound to this hunt. Break the escort before both arrive.
eventAECHeadlessArrival_GhostCourt_msg,gameevents,,,Ghosts and Headless dead answer the same call tonight. Survive the court and kill both rulers.
eventAECHeadlessArrival_BloodBroodAndGallows_msg,gameevents,,,Blood, brood and gallows converge. Survive the mixed waves and finish the three bosses together.
eventAECHeadlessWave_March1_msg,gameevents,,,Wave 1: The first Headless rank is dragging itself toward you.
eventAECHeadlessWave_March2_msg,gameevents,,,Wave 2: More Headless bodies stagger into the breach.
eventAECHeadlessWave_March3_msg,gameevents,,,Final march wave. Put the bleeding line down.
eventAECHeadlessWave_Breach1_msg,gameevents,,,Wave 1: Headless intruders are inside the perimeter.
eventAECHeadlessWave_Breach2_msg,gameevents,,,Wave 2: The breach deepens with heavier Headless bodies.
eventAECHeadlessWave_Breach3_msg,gameevents,,,Final breach wave. Clear the site before it collapses.
eventAECHeadlessWave_MixedPatrol1_msg,gameevents,,,Wave 1: Ghosts drift in beside Headless scouts.
eventAECHeadlessWave_MixedPatrol2_msg,gameevents,,,Wave 2: More mixed scouts are circling the lure.
eventAECHeadlessWave_MixedPatrol3_msg,gameevents,,,Final mixed patrol wave. Finish the stragglers.
eventAECHeadlessWave_MixedAssault1_msg,gameevents,,,Wave 1: The mixed assault hits hard and fast.
eventAECHeadlessWave_MixedAssault2_msg,gameevents,,,Wave 2: Ghosts screen the Headless charge.
eventAECHeadlessWave_MixedAssault3_msg,gameevents,,,Final assault wave. Clear the mixed line before it folds on you.
eventAECHeadlessWave_Procession1_msg,gameevents,,,Wave 1: The Headless procession drags blades and shields into the dark.
eventAECHeadlessWave_Procession2_msg,gameevents,,,Wave 2: The procession thickens with armored corpses.
eventAECHeadlessWave_Procession3_msg,gameevents,,,Final procession wave. Break the Headless line.
eventAECHeadlessWave_Shattered1_msg,gameevents,,,Wave 1: Ghost and Headless lines merge into one procession.
eventAECHeadlessWave_Shattered2_msg,gameevents,,,Wave 2: The shattered parade closes ranks.
eventAECHeadlessWave_Shattered3_msg,gameevents,,,Final shattered wave. Cut down the mixed dead.
eventAECHeadlessWave_Hunt1_msg,gameevents,,,Wave 1: Elite Headless escorts are advancing.
eventAECHeadlessWave_Hunt2_msg,gameevents,,,Wave 2: The escort grows heavier.
eventAECHeadlessWave_Hunt3_msg,gameevents,,,Final elite wave. Brace for the Headless boss.
eventAECHeadlessWave_Court1_msg,gameevents,,,Wave 1: The first Headless rank drags itself into the court.
eventAECHeadlessWave_Court2_msg,gameevents,,,Wave 2: More Headless bodies pile into the court.
eventAECHeadlessWave_Court3_msg,gameevents,,,Wave 3: The court refuses to break.
eventAECHeadlessWave_Court4_msg,gameevents,,,Wave 4: The Headless court closes ranks with heavier dead.
eventAECHeadlessWave_Court5_msg,gameevents,,,Final court wave. Break the last rank before the rulers arrive.
eventAECHeadlessWave_GhostCourt1_msg,gameevents,,,Wave 1: Ghosts and Headless dead take the field together.
eventAECHeadlessWave_GhostCourt2_msg,gameevents,,,Wave 2: The mixed court adds more bodies to the line.
eventAECHeadlessWave_GhostCourt3_msg,gameevents,,,Wave 3: The court grows louder and bloodier.
eventAECHeadlessWave_GhostCourt4_msg,gameevents,,,Wave 4: The mixed court closes ranks.
eventAECHeadlessWave_GhostCourt5_msg,gameevents,,,Final mixed court wave. Break it before both bosses arrive.
eventAECBloodBroodWave1_msg,gameevents,,,Wave 1: Headless dead, Executioner minions and Mykir brood converge.
eventAECBloodBroodWave2_msg,gameevents,,,Wave 2: The mixed minion line closes in from every side.
eventAECBloodBroodWave3_msg,gameevents,,,Final mixed wave. Clear the field before the bosses descend.
eventAECHeadlessBossSpawn_Hunt_msg,gameevents,,,BOSS: The Headless answers your lure.
eventAECHeadlessBossSpawn_Defense_msg,gameevents,,,BOSS: The Headless breaches the defense in person.
eventAECHeadlessBossSpawn_DoubleBreak_msg,gameevents,,,BOSS: Both Headless bosses have entered the hunt.
eventAECHeadlessBossSpawn_GhostCourt_msg,gameevents,,,BOSS: The Ghost and The Headless enter the court together.
eventAECBloodBroodBossSpawn_msg,gameevents,,,BOSS: Mykir, The Executioner and The Headless arrive together.
"AECTheWitchMinionCrouch","entityclasses","Entity","false","[B68BFF]Witch Crouch Minion[-]"
"AECTheWitchMinionSpider","entityclasses","Entity","false","Witch Spider Minion"
"AECTheWitchAngelBoss","entityclasses","Entity","false","The Witch"
"EntityLootContainerAECWitchBoss","entityclasses","Entity","false","Witch Boss Loot Bag"
"itemAECWitchWing","","","false","[FF0000]AEC[-] [FFD700]Witch Wing[-]"
"itemAECWitchWing_desc","","","false","A scorched wing taken from The Witch."
"itemAECWitchEye","","","false","[FF0000]AEC[-] [FFD700]Witch Eye[-]"
"itemAECWitchEye_desc","","","false","A cursed eye that still glows with dark power."
"itemAECWitchClaw","","","false","[FF0000]AEC[-] [FFD700]Witch Claw[-]"
"itemAECWitchClaw_desc","","","false","A jagged claw soaked in foul magic."
"itemAECWitchHeart","","","false","[FF0000]AEC[-] [FFD700]Witch Heart[-]"
"itemAECWitchHeart_desc","","","false","The blackened heart of The Witch still beats faintly."
"itemAECWitchAshBone","","","false","[FF0000]AEC[-] [FFD700]Witch Ash Bone[-]"
"itemAECWitchAshBone_desc","","","false","An ash coated bone from one of The Witch's victims."
"itemAECWitchHordeBundle","","","false","[FF4500]AEC[-] [FFD700]Witch Horde Bundle[-]"
"itemAECWitchHordeBundle_desc","","","false","A bundle of lesser Witch remains recovered from horde contracts."
"itemAECWitchAssaultBundle","","","false","[FF4500]AEC[-] [FFD700]Witch Assault Bundle[-]"
"itemAECWitchAssaultBundle_desc","","","false","A stronger bundle of Witch trophies gathered from assault contracts."
"itemAECWitchHuntBundle","","","false","[FF4500]AEC[-] [FFD700]Witch Hunt Bundle[-]"
"itemAECWitchHuntBundle_desc","","","false","An elite trophy bundle containing the rarest remains of The Witch."
"itemAECWitchContract_CrouchHorde","","","false","[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]The Witch Contract | Crouch Horde[-]"
"itemAECWitchContract_CrouchHorde_desc","","","false","Contract: Survive five timed waves of Witch crouch minions."
"itemAECWitchContract_SpiderHorde","","","false","[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]The Witch Contract | Spider Horde[-]"
"itemAECWitchContract_SpiderHorde_desc","","","false","Contract: Survive five timed waves of Witch spider minions."
"itemAECWitchContract_CrouchDefense","","","false","[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]The Witch Contract | Crouch Defense[-]"
"itemAECWitchContract_CrouchDefense_desc","","","false","Contract: Defend a location against three timed waves of Witch crouch minions."
"itemAECWitchContract_SpiderDefense","","","false","[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]The Witch Contract | Spider Defense[-]"
"itemAECWitchContract_SpiderDefense_desc","","","false","Contract: Defend a location against three timed waves of Witch spider minions."
"itemAECWitchContract_Coven","","","false","[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]The Witch Contract | Coven Horde[-]"
"itemAECWitchContract_Coven_desc","","","false","Contract: Break through five timed waves of The Witch's full coven."
"itemAECWitchContract_Cursed","","","false","[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]The Witch Contract | Cursed Defense[-]"
"itemAECWitchContract_Cursed_desc","","","false","Contract: Defend cursed ground against three timed waves of The Witch's forces."
"itemAECWitchContract_Hunt","","","false","[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]The Witch Contract | Boss Hunt[-]"
"itemAECWitchContract_Hunt_desc","","","false","Contract: Survive five timed mixed waves then kill The Witch herself."
